PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA4200702,VIEJA MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200733,MONTECITO SEA MEADOWS,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200802,OAK TRAIL RANCH,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200837,RANCHO YNECITA,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200862,MESA HILLS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200881,OAK TRAIL ESTATES,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3910022,LITTLE POTATO SLOUGH MUTUAL,San Joaquin,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400558,SAN ANDREAS MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400559,SUMMIT MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400582,PINE TREE LANE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400585,RIDGEVIEW ESTATES MWC,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400595,VILLA DEL MONTE MWC,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400599,SUNSET BEACH MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400611,JARVIS MUTUAL WATER SYSTEM,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400617,SUMMIT WEST MUTUAL WATER CO.,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400618,RIDGE MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400621,RIVER GROVE MUTUAL WATER ASSN,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400631,LAS CUMBRES MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400652,"CATHEDRAL HILLS MWC, INC",Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400665,MEADOWRIDGE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400684,APTOS RIDGE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500003,MEL MAR MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500007,VERDE VALE WATER COMPANY,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500009,CORTLAND PINES MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500173,CASSEL PARK MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500195,STARLITE PINES MUTUAL WATER CO INC,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500204,WHITE OAK MUTUAL WATER COMPANY,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500210,LASSEN PINES MUTUAL WATER CO INC,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500235,WOODRIDGE MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010002,ATASCADERO MUTUAL WATER CO,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010003,SAN MIGUELITO MWC,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010015,MORRO ROCK MUTUAL WATER CO,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5000017,PARK HEIGHTS MUTUAL WATER CO,Stanislaus,SWRCB,Stanislaus-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5000237,NORTH OAKS MUTUAL WATER CO,Stanislaus,SWRCB,Stanislaus-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200013,WOMACK SUBDIVISION M.W.C.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100503,BUTANO CANYON MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100510,REDWOOD TERRACE MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100512,LOMA MAR MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100533,SKYLONDA MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100539,KINGS MOUNTAIN PARK MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200014,WILSON ACRES MUTUAL WATER,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200535,LIVE OAK ACRES MWC INC.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200545,MODERN VILLAGE MWC,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200548,LASSEN VIEW WATER DISTRICT,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200588,JUANITA COURT MUTUAL WATER,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200645,SADDLEBACK MUTUAL WATER CO.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5201140,ANTOINETTE MUTUAL WATER CO,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,Yolo,SWRCB,Yolo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,Yuba,SWRCB,Yuba-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,Yuba,SWRCB,Yuba-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4210024,LA CUMBRE MUTUAL WATER CO,Santa Barbara,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300526,OAKMONT WATER SYSTEM,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300551,HAPPY ACRES MWC,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300571,SULLIVAN MUTUAL WATER,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300573,GREEN ACRES MUTUAL WATER,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300630,FOOTHILL MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300831,MT. EDEN MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4410016,FOREST LAKES MWC,Santa Cruz,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4510009,SHASTA FOREST VILLAGE M.W.C.,Shasta,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700549,LAKE SISKIYOU M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700551,COPCO LAKE MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700686,SUN MOUNTAIN M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700872,MONTE SHASTA M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900513,MADRONE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900521,GILL CREEK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900552,MICHELE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900559,FIRCREST MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900560,KELLY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900562,DIAMOND A MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900588,LAWNDALE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900603,RIEBLI MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900605,MARK WEST ACRES MWC,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900653,LONE PINE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900660,YULUPA MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901309,HILTON MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901355,TERRACE VIEW WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5101009,WILDWOOD EAST MUTUAL,Sutter,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301101,TREASURE CREEK WOODS MWC,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301104,COVINGTON MILL MWC-DIVISION B,Trinity,SWRCB,,MWC,Original,MWC,Private ancillary,Other commercial,, Covington Mill MWC-B seems to be run by FWS Forestry now / http://cmmwcb.org/about-us/,,,,,,,,,,,,,,,,
